10.1002/adem.201600726
10.1007/s11665-022-06829-x
10.1007/s11665-022-06855-9
10.1007/s11665-022-06881-7
10.1007/s11665-022-06896-0
10.1007/s11665-022-07688-2
10.1007/s11665-023-08239-z
10.1007/s11665-023-08351-0
10.1007/s11665-023-08389-0
10.1007/s11665-023-08451-x
10.1007/s11665-023-08764-x
10.1007/s11665-023-08799-0
10.1007/s11665-023-08830-4
10.1007/s11665-023-09097-5
10.1007/s11665-024-09337-2
10.1007/s11665-024-09554-9
10.1007/s11665-024-09667-1
10.1007/s11665-024-09731-w
10.1007/s11665-024-09765-0
10.1007/s11665-024-09901-w
10.1007/s11665-024-10141-1
10.1007/s11665-024-10348-2
10.1007/s11665-024-10510-w
10.1007/s11665-025-10691-y
10.1007/s11666-021-01295-8
10.1007/s11837-015-1385-9
10.1007/s11837-015-1484-7
10.1007/s11837-015-1580-8
10.1007/s11837-015-1589-z
10.1007/s11837-018-3082-y
10.1007/s11837-019-03416-9
10.1007/s11837-019-03728-w
10.1007/s11837-019-03861-6
10.1007/s11837-022-05263-7
10.1007/s11837-022-05267-3
10.1007/s11837-022-05277-1
10.1007/s11837-023-06100-1
10.1007/s11837-024-06378-9
10.1007/s12034-024-03358-2
10.1007/s12274-021-3719-y
10.1007/s12540-016-6304-2
10.1007/s12540-017-7248-x
10.1007/s12540-018-00236-5
10.1007/s12540-018-0184-6
10.1007/s12540-018-0200-x
10.1007/s12540-019-00282-7
10.1007/s12540-019-00283-6
10.1007/s12540-019-00284-5
10.1007/s12540-019-00328-w
10.1007/s12540-019-00383-3
10.1007/s12540-019-00400-5
10.1007/s12540-019-00466-1
10.1007/s12540-019-00515-9
10.1007/s12540-020-00786-7
10.1007/s12540-020-00923-2
10.1007/s12540-021-00990-z
10.1007/s12540-021-01163-8
10.1007/s12540-022-01211-x
10.1007/s12540-022-01215-7
10.1007/s12540-022-01347-w
10.1007/s12540-023-01621-5
10.1007/s12540-024-01639-3
10.1007/s12540-024-01687-9
10.1007/s12540-024-01803-9
10.1007/s12598-016-0860-y
10.1007/s12598-022-02194-9
10.1007/s12598-022-02205-9
10.1007/s12598-023-02286-0
10.1007/s12613-020-1967-6
10.1007/s12613-020-2040-1
10.1007/s12613-020-2042-z
10.1007/s12613-020-2084-2
10.1007/s12613-020-2214-x
10.1007/s12613-024-2892-x
10.1007/s12633-023-02369-8
10.1007/s12666-018-1408-7
10.1007/s12666-020-02135-z
10.1007/s12666-021-02224-7
10.1007/s12666-021-02518-w
10.1007/s12666-023-03074-1
10.1007/s12666-023-03245-0
10.1007/s12666-024-03438-1
10.1007/s13369-015-1784-9
10.1007/s13369-018-3297-9
10.1007/s13632-024-01058-1
10.1007/s13632-024-01110-0
10.1007/s40009-024-01434-z
10.1007/s40194-023-01608-1
10.1007/s40194-023-01668-3
10.1007/s40195-019-00921-3
10.1007/s40195-020-01029-9
10.1007/s40195-020-01084-2
10.1007/s40195-020-01085-1
10.1007/s40195-021-01196-3
10.1007/s40195-021-01252-y
10.1007/s40195-021-01268-4
10.1007/s40195-021-01303-4
10.1007/s40195-022-01393-8
10.1007/s40195-022-01399-2
10.1007/s40195-022-01434-2
10.1007/s40195-022-01494-4
10.1007/s40195-023-01551-6
10.1007/s40195-024-01684-2
10.1007/s40195-024-01718-9
10.1007/s40195-024-01752-7
10.1007/s40195-025-01826-0
10.1007/s40843-020-1319-3
10.1007/s40843-022-2045-4
10.1007/s40843-022-2178-x
10.1007/s40962-023-01042-5
10.1007/s40964-022-00301-x
10.1007/s40964-024-00697-8
10.1007/s41230-022-1196-x
10.1007/s41230-022-1206-z
10.1007/s41230-022-2069-z
10.1007/s41230-022-2124-9
10.1007/s41230-024-3031-z
10.1007/s42114-021-00340-y
10.1007/s42243-020-00472-3
10.1007/s42243-021-00628-9
10.1007/s42243-024-01280-9
10.1007/s42243-024-01346-8
10.1007/s42452-021-04814-y
10.1007/s42864-021-00111-8
10.1016/j.actamat.2016.01.050
10.1016/j.actamat.2016.07.038
10.1016/j.actamat.2017.02.014
10.1016/j.actamat.2017.02.036
10.1016/j.actamat.2017.04.033
10.1016/j.actamat.2017.06.027
10.1016/j.actamat.2017.07.023
10.1016/j.actamat.2017.07.041
10.1016/j.actamat.2017.08.045
10.1016/j.actamat.2017.10.058
10.1016/j.actamat.2018.01.002
10.1016/j.actamat.2018.01.036
10.1016/j.actamat.2018.04.004
10.1016/j.actamat.2018.05.013
10.1016/j.actamat.2018.05.050
10.1016/j.actamat.2018.06.010
10.1016/j.actamat.2018.11.049
10.1016/j.actamat.2018.12.012
10.1016/j.actamat.2019.01.048
10.1016/j.actamat.2019.04.017
10.1016/j.actamat.2019.11.001
10.1016/j.actamat.2020.05.015
10.1016/j.actamat.2020.08.043
10.1016/j.actamat.2020.10.016
10.1016/j.actamat.2020.10.044
10.1016/j.actamat.2020.10.073
10.1016/j.actamat.2020.116505
10.1016/j.actamat.2021.117234
10.1016/j.actamat.2021.117571
10.1016/j.actamat.2022.118449
10.1016/j.actamat.2022.118514
10.1016/j.actamat.2022.118516
10.1016/j.actamat.2022.118585
10.1016/j.actamat.2022.118620
10.1016/j.actamat.2023.118781
10.1016/j.actamat.2023.118981
10.1016/j.actamat.2023.119233
10.1016/j.actamat.2023.119343
10.1016/j.actamat.2023.119427
10.1016/j.actamat.2023.119591
10.1016/j.actamat.2024.119886
10.1016/j.actamat.2024.120055
10.1016/j.actamat.2024.120435
10.1016/j.actamat.2024.120498
10.1016/j.actamat.2024.120614
10.1016/j.addma.2018.06.006
10.1016/j.addma.2018.10.023
10.1016/j.addma.2020.101098
10.1016/j.addma.2020.101202
10.1016/j.addma.2020.101417
10.1016/j.addma.2020.101455
10.1016/j.addma.2020.101543
10.1016/j.addma.2020.101832
10.1016/j.addma.2021.102546
10.1016/j.addma.2022.102918
10.1016/j.addma.2022.103345
10.1016/j.addma.2023.103716
10.1016/j.addma.2023.103914
10.1016/j.addma.2024.104253
10.1016/j.addma.2024.104410
10.1016/j.apmate.2023.100113
10.1016/j.apmt.2019.04.014
10.1016/j.apmt.2019.100498
10.1016/j.apmt.2024.102164
10.1016/j.apmt.2024.102347
10.1016/j.apsusc.2020.147205
10.1016/j.apsusc.2023.159285
10.1016/j.apt.2020.03.012
10.1016/j.apt.2022.103520
10.1016/j.cdc.2023.101068
10.1016/j.cej.2023.146260
10.1016/j.ceramint.2018.06.171
10.1016/j.ceramint.2024.08.371
10.1016/j.ceramint.2024.10.155
10.1016/j.ceramint.2024.10.452
10.1016/j.cja.2024.06.003
10.1016/j.coco.2023.101510
10.1016/j.commatsci.2021.110952
10.1016/j.commatsci.2022.111855
10.1016/j.commatsci.2022.111888
10.1016/j.commatsci.2023.112185
10.1016/j.commatsci.2023.112241
10.1016/j.compositesb.2020.108563
10.1016/j.compositesb.2022.110322
10.1016/j.compositesb.2024.111523
10.1016/j.compositesb.2024.111556
10.1016/j.corsci.2018.03.040
10.1016/j.corsci.2021.109407
10.1016/j.corsci.2021.109695
10.1016/j.corsci.2021.109933
10.1016/j.corsci.2021.110007
10.1016/j.corsci.2021.110073
10.1016/j.corsci.2022.110357
10.1016/j.corsci.2022.110499
10.1016/j.corsci.2022.110697
10.1016/j.corsci.2023.111197
10.1016/j.corsci.2023.111422
10.1016/j.corsci.2023.111484
10.1016/j.corsci.2023.111667
10.1016/j.corsci.2023.111708
10.1016/j.corsci.2024.112452
10.1016/j.corsci.2024.112486
10.1016/j.corsci.2024.112562
10.1016/j.crhy.2018.09.004
10.1016/j.diamond.2024.111849
10.1016/j.dib.2018.10.071
10.1016/j.dib.2018.11.111
10.1016/j.dib.2020.106713
10.1016/j.dib.2022.108567
10.1016/j.dib.2022.108582
10.1016/j.eml.2016.04.013
10.1016/j.eng.2023.06.008
10.1016/j.engfailanal.2024.108432
10.1016/j.engfailanal.2024.108921
10.1016/j.engfracmech.2021.107615
10.1016/j.engfracmech.2021.107848
10.1016/j.euromechsol.2024.105412
10.1016/j.fusengdes.2021.112904
10.1016/j.heliyon.2024.e38350
10.1016/j.ijfatigue.2021.106232
10.1016/j.ijfatigue.2021.106545
10.1016/j.ijfatigue.2024.108387
10.1016/j.ijfatigue.2024.108412
10.1016/j.ijfatigue.2024.108704
10.1016/j.ijhydene.2019.04.280
10.1016/j.ijhydene.2020.11.154
10.1016/j.ijhydene.2021.07.136
10.1016/j.ijhydene.2023.09.053
10.1016/j.ijhydene.2024.12.185
10.1016/j.ijimpeng.2021.104008
10.1016/j.ijmecsci.2019.105389
10.1016/j.ijmecsci.2022.107800
10.1016/j.ijmecsci.2025.110000
10.1016/j.ijplas.2018.10.014
10.1016/j.ijplas.2019.07.003
10.1016/j.ijplas.2020.102819
10.1016/j.ijplas.2021.103073
10.1016/j.ijplas.2021.103144
10.1016/j.ijplas.2021.103159
10.1016/j.ijplas.2022.103443
10.1016/j.ijplas.2023.103619
10.1016/j.ijplas.2023.103651
10.1016/j.ijplas.2023.103867
10.1016/j.ijplas.2024.104015
10.1016/j.ijplas.2024.104047
10.1016/j.ijplas.2024.104081
10.1016/j.ijplas.2024.104145
10.1016/j.ijplas.2024.104235
10.1016/j.ijrmhm.2016.02.006
10.1016/j.ijrmhm.2019.02.009
10.1016/j.ijrmhm.2019.105132
10.1016/j.ijrmhm.2020.105322
10.1016/j.ijrmhm.2021.105568
10.1016/j.ijrmhm.2021.105574
10.1016/j.ijrmhm.2021.105762
10.1016/j.ijrmhm.2022.105834
10.1016/j.ijrmhm.2022.105845
10.1016/j.ijrmhm.2022.106034
10.1016/j.ijrmhm.2022.106067
10.1016/j.ijrmhm.2023.106107
10.1016/j.ijrmhm.2023.106111
10.1016/j.ijrmhm.2023.106163
10.1016/j.ijrmhm.2023.106222
10.1016/j.ijrmhm.2023.106225
10.1016/j.ijrmhm.2023.106243
10.1016/j.ijrmhm.2023.106270
10.1016/j.ijrmhm.2023.106288
10.1016/j.ijrmhm.2023.106292
10.1016/j.ijrmhm.2023.106349
10.1016/j.ijrmhm.2023.106499
10.1016/j.ijrmhm.2023.106524
10.1016/j.ijrmhm.2023.106547
10.1016/j.ijrmhm.2024.106576
10.1016/j.ijrmhm.2024.106715
10.1016/j.ijrmhm.2024.106768
10.1016/j.ijrmhm.2024.106857
10.1016/j.ijrmhm.2024.106885
10.1016/j.ijrmhm.2025.107063
10.1016/j.intermet.2013.03.018
10.1016/j.intermet.2014.08.008
10.1016/j.intermet.2014.10.010
10.1016/j.intermet.2014.12.004
10.1016/j.intermet.2015.02.011
10.1016/j.intermet.2015.02.020
10.1016/j.intermet.2015.09.011
10.1016/j.intermet.2015.11.002
10.1016/j.intermet.2016.05.006
10.1016/j.intermet.2016.05.008
10.1016/j.intermet.2016.06.001
10.1016/j.intermet.2016.09.005
10.1016/j.intermet.2016.12.016
10.1016/j.intermet.2017.01.007
10.1016/j.intermet.2017.03.011
10.1016/j.intermet.2017.03.019
10.1016/j.intermet.2017.03.021
10.1016/j.intermet.2017.04.007
10.1016/j.intermet.2017.09.001
10.1016/j.intermet.2017.09.013
10.1016/j.intermet.2017.11.018
10.1016/j.intermet.2017.11.019
10.1016/j.intermet.2018.05.015
10.1016/j.intermet.2018.06.007
10.1016/j.intermet.2018.07.008
10.1016/j.intermet.2018.07.014
10.1016/j.intermet.2018.07.016
10.1016/j.intermet.2018.11.001
10.1016/j.intermet.2018.12.003
10.1016/j.intermet.2019.04.005
10.1016/j.intermet.2019.04.012
10.1016/j.intermet.2019.04.014
10.1016/j.intermet.2019.106476
10.1016/j.intermet.2019.106486
10.1016/j.intermet.2019.106592
10.1016/j.intermet.2019.106681
10.1016/j.intermet.2020.106723
10.1016/j.intermet.2020.106727
10.1016/j.intermet.2020.106744
10.1016/j.intermet.2020.106876
10.1016/j.intermet.2020.106983
10.1016/j.intermet.2020.107024
10.1016/j.intermet.2020.107077
10.1016/j.intermet.2021.107167
10.1016/j.intermet.2021.107187
10.1016/j.intermet.2021.107213
10.1016/j.intermet.2021.107339
10.1016/j.intermet.2021.107398
10.1016/j.intermet.2021.107407
10.1016/j.intermet.2021.107444
10.1016/j.intermet.2022.107461
10.1016/j.intermet.2022.107507
10.1016/j.intermet.2022.107523
10.1016/j.intermet.2022.107529
10.1016/j.intermet.2022.107539
10.1016/j.intermet.2022.107565
10.1016/j.intermet.2022.107586
10.1016/j.intermet.2022.107622
10.1016/j.intermet.2022.107639
10.1016/j.intermet.2022.107682
10.1016/j.intermet.2022.107710
10.1016/j.intermet.2022.107735
10.1016/j.intermet.2022.107749
10.1016/j.intermet.2022.107755
10.1016/j.intermet.2022.107808
10.1016/j.intermet.2022.107820
10.1016/j.intermet.2023.107835
10.1016/j.intermet.2023.107836
10.1016/j.intermet.2023.107865
10.1016/j.intermet.2023.107912
10.1016/j.intermet.2023.107920
10.1016/j.intermet.2023.107959
10.1016/j.intermet.2023.108064
10.1016/j.intermet.2023.108107
10.1016/j.intermet.2023.108175
10.1016/j.intermet.2024.108194
10.1016/j.intermet.2024.108237
10.1016/j.intermet.2024.108240
10.1016/j.intermet.2024.108297
10.1016/j.intermet.2024.108312
10.1016/j.intermet.2024.108314
10.1016/j.intermet.2024.108348
10.1016/j.intermet.2024.108349
10.1016/j.intermet.2024.108360
10.1016/j.intermet.2024.108361
10.1016/j.intermet.2024.108511
10.1016/j.intermet.2024.108521
10.1016/j.intermet.2024.108560
10.1016/j.intermet.2024.108589
10.1016/j.intermet.2025.108669
10.1016/j.jallcom.2014.09.073
10.1016/j.jallcom.2014.11.061
10.1016/j.jallcom.2014.11.085
10.1016/j.jallcom.2015.07.125
10.1016/j.jallcom.2015.07.209
10.1016/j.jallcom.2015.07.285
10.1016/j.jallcom.2015.09.093
10.1016/j.jallcom.2015.09.153
10.1016/j.jallcom.2016.04.320
10.1016/j.jallcom.2016.09.186
10.1016/j.jallcom.2016.11.188
10.1016/j.jallcom.2016.11.376
10.1016/j.jallcom.2016.12.010
10.1016/j.jallcom.2017.02.211
10.1016/j.jallcom.2017.02.274
10.1016/j.jallcom.2017.03.049
10.1016/j.jallcom.2017.03.307
10.1016/j.jallcom.2017.08.067
10.1016/j.jallcom.2017.09.057
10.1016/j.jallcom.2017.09.233
10.1016/j.jallcom.2017.09.293
10.1016/j.jallcom.2017.11.075
10.1016/j.jallcom.2018.01.247
10.1016/j.jallcom.2018.02.003
10.1016/j.jallcom.2018.02.332
10.1016/j.jallcom.2018.03.262
10.1016/j.jallcom.2018.05.180
10.1016/j.jallcom.2018.07.221
10.1016/j.jallcom.2018.08.115
10.1016/j.jallcom.2018.08.176
10.1016/j.jallcom.2018.08.290
10.1016/j.jallcom.2018.10.168
10.1016/j.jallcom.2018.11.089
10.1016/j.jallcom.2018.11.116
10.1016/j.jallcom.2018.11.299
10.1016/j.jallcom.2018.12.061
10.1016/j.jallcom.2018.12.119
10.1016/j.jallcom.2018.12.329
10.1016/j.jallcom.2019.01.134
10.1016/j.jallcom.2019.01.187
10.1016/j.jallcom.2019.01.213
10.1016/j.jallcom.2019.01.293
10.1016/j.jallcom.2019.02.083
10.1016/j.jallcom.2019.03.375
10.1016/j.jallcom.2019.03.403
10.1016/j.jallcom.2019.04.121
10.1016/j.jallcom.2019.04.333
10.1016/j.jallcom.2019.05.211
10.1016/j.jallcom.2019.06.138
10.1016/j.jallcom.2019.06.157
10.1016/j.jallcom.2019.07.357
10.1016/j.jallcom.2019.151909
10.1016/j.jallcom.2019.152111
10.1016/j.jallcom.2019.152322
10.1016/j.jallcom.2019.152466
10.1016/j.jallcom.2019.152663
10.1016/j.jallcom.2019.152750
10.1016/j.jallcom.2019.152846
10.1016/j.jallcom.2019.153181
10.1016/j.jallcom.2019.153388
10.1016/j.jallcom.2019.153445
10.1016/j.jallcom.2019.153512
10.1016/j.jallcom.2019.153526
10.1016/j.jallcom.2020.153695
10.1016/j.jallcom.2020.153729
10.1016/j.jallcom.2020.153886
10.1016/j.jallcom.2020.154159
10.1016/j.jallcom.2020.154298
10.1016/j.jallcom.2020.154645
10.1016/j.jallcom.2020.154707
10.1016/j.jallcom.2020.154799
10.1016/j.jallcom.2020.155279
10.1016/j.jallcom.2020.155308
10.1016/j.jallcom.2020.155424
10.1016/j.jallcom.2020.155700
10.1016/j.jallcom.2020.155924
10.1016/j.jallcom.2020.156466
10.1016/j.jallcom.2020.156563
10.1016/j.jallcom.2020.156779
10.1016/j.jallcom.2020.156842
10.1016/j.jallcom.2020.156883
10.1016/j.jallcom.2020.156923
10.1016/j.jallcom.2020.157126
10.1016/j.jallcom.2020.157610
10.1016/j.jallcom.2020.157848
10.1016/j.jallcom.2020.157851
10.1016/j.jallcom.2020.158286
10.1016/j.jallcom.2020.158295
10.1016/j.jallcom.2021.158747
10.1016/j.jallcom.2021.158837
10.1016/j.jallcom.2021.159088
10.1016/j.jallcom.2021.159217
10.1016/j.jallcom.2021.159256
10.1016/j.jallcom.2021.159521
10.1016/j.jallcom.2021.159606
10.1016/j.jallcom.2021.159740
10.1016/j.jallcom.2021.159985
10.1016/j.jallcom.2021.160591
10.1016/j.jallcom.2021.161323
10.1016/j.jallcom.2021.161416
10.1016/j.jallcom.2021.161518
10.1016/j.jallcom.2021.161645
10.1016/j.jallcom.2021.162108
10.1016/j.jallcom.2021.162260
10.1016/j.jallcom.2021.162370
10.1016/j.jallcom.2021.162765
10.1016/j.jallcom.2021.162907
10.1016/j.jallcom.2021.162923
10.1016/j.jallcom.2021.163041
10.1016/j.jallcom.2021.163183
10.1016/j.jallcom.2021.163508
10.1016/j.jallcom.2021.163517
10.1016/j.jallcom.2022.163610
10.1016/j.jallcom.2022.163775
10.1016/j.jallcom.2022.163997
10.1016/j.jallcom.2022.164137
10.1016/j.jallcom.2022.164310
10.1016/j.jallcom.2022.164426
10.1016/j.jallcom.2022.164457
10.1016/j.jallcom.2022.165043
10.1016/j.jallcom.2022.165109
10.1016/j.jallcom.2022.165187
10.1016/j.jallcom.2022.165220
10.1016/j.jallcom.2022.165238
10.1016/j.jallcom.2022.165324
10.1016/j.jallcom.2022.165341
10.1016/j.jallcom.2022.165400
10.1016/j.jallcom.2022.165403
10.1016/j.jallcom.2022.165441
10.1016/j.jallcom.2022.165658
10.1016/j.jallcom.2022.165673
10.1016/j.jallcom.2022.165690
10.1016/j.jallcom.2022.166106
10.1016/j.jallcom.2022.166246
10.1016/j.jallcom.2022.166518
10.1016/j.jallcom.2022.166616
10.1016/j.jallcom.2022.166751
10.1016/j.jallcom.2022.166767
10.1016/j.jallcom.2022.166803
10.1016/j.jallcom.2022.166986
10.1016/j.jallcom.2022.167006
10.1016/j.jallcom.2022.167028
10.1016/j.jallcom.2022.167087
10.1016/j.jallcom.2022.167110
10.1016/j.jallcom.2022.167372
10.1016/j.jallcom.2022.167373
10.1016/j.jallcom.2022.167422
10.1016/j.jallcom.2022.167543
10.1016/j.jallcom.2022.167659
10.1016/j.jallcom.2022.167897
10.1016/j.jallcom.2022.168023
10.1016/j.jallcom.2022.168059
10.1016/j.jallcom.2022.168261
10.1016/j.jallcom.2022.168267
10.1016/j.jallcom.2022.168515
10.1016/j.jallcom.2022.168562
10.1016/j.jallcom.2023.168810
10.1016/j.jallcom.2023.168830
10.1016/j.jallcom.2023.168838
10.1016/j.jallcom.2023.168843
10.1016/j.jallcom.2023.168858
10.1016/j.jallcom.2023.168904
10.1016/j.jallcom.2023.169016
10.1016/j.jallcom.2023.169052
10.1016/j.jallcom.2023.169062
10.1016/j.jallcom.2023.169149
10.1016/j.jallcom.2023.169151
10.1016/j.jallcom.2023.169545
10.1016/j.jallcom.2023.169566
10.1016/j.jallcom.2023.169616
10.1016/j.jallcom.2023.170053
10.1016/j.jallcom.2023.170179
10.1016/j.jallcom.2023.170225
10.1016/j.jallcom.2023.170443
10.1016/j.jallcom.2023.170602
10.1016/j.jallcom.2023.170705
10.1016/j.jallcom.2023.170739
10.1016/j.jallcom.2023.170758
10.1016/j.jallcom.2023.170952
10.1016/j.jallcom.2023.171483
10.1016/j.jallcom.2023.171491
10.1016/j.jallcom.2023.171719
10.1016/j.jallcom.2023.171878
10.1016/j.jallcom.2023.172001
10.1016/j.jallcom.2023.172051
10.1016/j.jallcom.2023.172092
10.1016/j.jallcom.2023.172093
10.1016/j.jallcom.2023.172234
10.1016/j.jallcom.2023.172307
10.1016/j.jallcom.2023.172447
10.1016/j.jallcom.2023.172497
10.1016/j.jallcom.2023.172635
10.1016/j.jallcom.2023.172828
10.1016/j.jallcom.2023.172855
10.1016/j.jallcom.2023.172860
10.1016/j.jallcom.2023.172862
10.1016/j.jallcom.2023.173000
10.1016/j.jallcom.2023.173144
10.1016/j.jallcom.2023.173278
10.1016/j.jallcom.2023.173408
10.1016/j.jallcom.2024.174550
10.1016/j.jallcom.2024.174689
10.1016/j.jallcom.2024.174694
10.1016/j.jallcom.2024.174782
10.1016/j.jallcom.2024.174878
10.1016/j.jallcom.2024.175006
10.1016/j.jallcom.2024.175138
10.1016/j.jallcom.2024.175520
10.1016/j.jallcom.2024.175551
10.1016/j.jallcom.2024.175604
10.1016/j.jallcom.2024.175738
10.1016/j.jallcom.2024.175880
10.1016/j.jallcom.2024.175977
10.1016/j.jallcom.2024.176190
10.1016/j.jallcom.2024.176219
10.1016/j.jallcom.2024.176268
10.1016/j.jallcom.2024.176290
10.1016/j.jallcom.2024.176627
10.1016/j.jallcom.2024.176854
10.1016/j.jallcom.2024.176904
10.1016/j.jallcom.2024.177100
10.1016/j.jallcom.2024.177329
10.1016/j.jallcom.2024.177424
10.1016/j.jallcom.2024.177553
10.1016/j.jallcom.2024.177762
10.1016/j.jallcom.2024.178210
10.1016/j.jallcom.2024.178241
10.1016/j.jallcom.2024.178308
10.1016/j.jallcom.2025.178505
10.1016/j.jallcom.2025.178754
10.1016/j.jallcom.2025.178783
10.1016/j.jallcom.2025.178927
10.1016/j.jeurceramsoc.2024.05.012
10.1016/j.jmapro.2023.05.054
10.1016/j.jmapro.2023.05.097
10.1016/j.jmatprotec.2020.116806
10.1016/j.jmatprotec.2023.118209
10.1016/j.jmgm.2024.108776
10.1016/j.jmmm.2020.166513
10.1016/j.jmps.2022.104853
10.1016/j.jmrt.2020.05.069
10.1016/j.jmrt.2020.12.042
10.1016/j.jmrt.2021.01.103
10.1016/j.jmrt.2021.04.020
10.1016/j.jmrt.2021.04.060
10.1016/j.jmrt.2021.09.018
10.1016/j.jmrt.2021.12.045
10.1016/j.jmrt.2022.03.022
10.1016/j.jmrt.2022.04.064
10.1016/j.jmrt.2022.07.055
10.1016/j.jmrt.2022.07.065
10.1016/j.jmrt.2022.09.128
10.1016/j.jmrt.2022.11.057
10.1016/j.jmrt.2023.02.066
10.1016/j.jmrt.2023.02.074
10.1016/j.jmrt.2023.03.103
10.1016/j.jmrt.2023.03.224
10.1016/j.jmrt.2023.04.237
10.1016/j.jmrt.2023.06.081
10.1016/j.jmrt.2023.06.112
10.1016/j.jmrt.2023.07.244
10.1016/j.jmrt.2023.08.071
10.1016/j.jmrt.2023.08.257
10.1016/j.jmrt.2023.08.303
10.1016/j.jmrt.2023.09.184
10.1016/j.jmrt.2023.09.289
10.1016/j.jmrt.2023.09.313
10.1016/j.jmrt.2023.10.054
10.1016/j.jmrt.2023.10.121
10.1016/j.jmrt.2023.10.154
10.1016/j.jmrt.2023.10.161
10.1016/j.jmrt.2023.10.232
10.1016/j.jmrt.2023.11.121
10.1016/j.jmrt.2023.11.182
10.1016/j.jmrt.2023.12.079
10.1016/j.jmrt.2023.12.166
10.1016/j.jmrt.2024.01.113
10.1016/j.jmrt.2024.02.076
10.1016/j.jmrt.2024.03.004
10.1016/j.jmrt.2024.03.137
10.1016/j.jmrt.2024.03.159
10.1016/j.jmrt.2024.03.207
10.1016/j.jmrt.2024.04.106
10.1016/j.jmrt.2024.04.173
10.1016/j.jmrt.2024.04.231
10.1016/j.jmrt.2024.04.249
10.1016/j.jmrt.2024.05.166
10.1016/j.jmrt.2024.05.190
10.1016/j.jmrt.2024.05.247
10.1016/j.jmrt.2024.05.257
10.1016/j.jmrt.2024.06.037
10.1016/j.jmrt.2024.06.201
10.1016/j.jmrt.2024.07.081
10.1016/j.jmrt.2024.08.124
10.1016/j.jmrt.2024.09.006
10.1016/j.jmrt.2024.09.061
10.1016/j.jmrt.2024.09.092
10.1016/j.jmrt.2024.09.127
10.1016/j.jmrt.2024.09.128
10.1016/j.jmrt.2024.09.132
10.1016/j.jmrt.2024.09.196
10.1016/j.jmrt.2024.10.049
10.1016/j.jmrt.2024.11.020
10.1016/j.jmrt.2024.11.022
10.1016/j.jmrt.2024.11.065
10.1016/j.jmrt.2024.11.067
10.1016/j.jmrt.2024.11.243
10.1016/j.jmrt.2024.11.247
10.1016/j.jmrt.2024.12.074
10.1016/j.jmrt.2024.12.125
10.1016/j.jmrt.2024.12.214
10.1016/j.jmrt.2024.12.220
10.1016/j.jmrt.2025.02.004
10.1016/j.jmst.2014.09.011
10.1016/j.jmst.2015.08.006
10.1016/j.jmst.2016.09.016
10.1016/j.jmst.2017.11.007
10.1016/j.jmst.2018.09.067
10.1016/j.jmst.2018.10.009
10.1016/j.jmst.2019.04.006
10.1016/j.jmst.2019.05.050
10.1016/j.jmst.2019.05.062
10.1016/j.jmst.2019.08.019
10.1016/j.jmst.2019.09.034
10.1016/j.jmst.2020.01.004
10.1016/j.jmst.2020.01.020
10.1016/j.jmst.2020.02.069
10.1016/j.jmst.2020.02.070
